borrower_id,name,age,city,employment_type,employment_years,monthly_income,household_size,dependents,requested_amount,tenure_months,purpose,first_time_borrower,prev_loans,loans_repaid,late_payments,avg_delay_days,defaults,max_days_past_due,avg_income_6m,avg_expenses_6m,avg_debt_6m,income_volatility,expense_trend,debt_trend,total_transactions_6m,bounced_payments_6m,disputed_txns_6m,id_verification,address_verification,phone_verification,bank_stmt_status,income_doc_status,doc_quality_score,transaction_variance,night_txn_ratio,new_device_90d,applications_30d,address_changes_12m,doc_avg_income,vouches_count,avg_vouch_trust,community_tenure_years,group_memberships,guarantor_past_count,account_age_months,prev_lenders_count,disputes_raised,disputes_lost,ontime_streak_months,salary_credits_6m,savings_balance,existing_debt_accounts
B11166,Meera Singh,27,Mumbai,self-employed,6.6,57385,1,0,173000,18,personal,0,5,5,2,7.0,0,58,55000,29623,16388,0.049,0.0273,-0.1609,406,0,1,2,2,2,2,2,79,0.322,0.068,0,1,1,48322,5,4.4,4.0,0,3,55,4,0,0,9,2,62944,1
B11167,Aarav Reddy,34,Kochi,salaried,6.3,54905,4,1,148000,12,home-repair,0,2,2,1,19.7,0,40,52105,31889,16936,0.064,-0.0374,0.0049,341,0,0,2,2,2,2,2,79,0.307,0.038,0,1,0,46336,5,4.7,1.4,1,1,89,3,0,0,12,6,90066,0
B11168,Meera Chopra,19,Hyderabad,daily-wage,0.2,23024,5,1,72000,18,business,0,1,1,0,3.2,0,0,22442,15390,13712,0.06,0.0257,0.1382,290,1,2,2,1,2,2,2,77,0.465,0.081,0,1,0,22748,0,0,3.9,1,0,86,3,0,0,2,4,15560,0
B11169,Kavya Singh,38,Chennai,self-employed,8.7,66556,2,2,129000,12,medical,0,6,6,0,4.6,0,0,63838,40028,23440,0.029,-0.0113,-0.0364,314,0,0,1,2,2,2,2,86,0.329,0.099,0,2,0,61402,3,4.9,6.5,3,1,45,1,0,0,32,5,287067,0
B11170,Pooja Das,24,Pune,salaried,2.0,19878,6,3,127000,12,business,0,4,0,6,4.8,3,26,20323,13162,11094,0.114,-0.0225,0.1086,377,1,0,2,0,0,0,0,89,0.316,0.273,1,5,0,11371,3,4.2,8.2,1,0,103,4,3,0,2,1,11547,0
B11171,Divya Mishra,19,Hyderabad,self-employed,2.7,31179,6,3,207000,3,medical,0,2,1,4,11.9,0,58,29216,19922,21111,0.084,-0.0195,-0.1691,232,0,3,2,2,2,0,2,54,0.331,0.192,0,2,0,31428,2,4.8,6.2,0,1,103,4,1,0,7,5,27997,3
B11172,Ananya Rao,27,Jaipur,salaried,4.8,74242,6,2,205000,3,medical,0,4,4,0,2.4,0,0,75594,52394,20244,0.036,-0.0093,0.0046,287,0,0,2,2,2,2,2,69,0.265,0.075,0,1,1,70721,2,3.9,6.1,2,2,74,0,0,0,30,6,93469,2
B11173,Manoj Rao,29,Bengaluru,business,3.0,30588,1,3,103000,12,home-repair,0,5,5,2,26.5,0,17,30277,22406,25654,0.059,0.0512,-0.1007,257,3,0,0,0,2,2,2,73,0.442,0.126,0,2,0,26234,3,3.7,8.3,1,1,82,1,1,0,8,5,28772,2
B11174,Myra Pillai,49,Pune,salaried,1.0,16103,4,1,62000,12,business,1,0,0,0,4.1,0,0,15584,11710,7907,0.096,0.0789,-0.0621,334,1,0,2,0,0,2,2,54,0.316,0.244,0,1,1,14228,3,4.9,1.7,2,1,36,2,0,0,2,6,21358,2
B11175,Rajesh Mishra,35,Delhi,business,9.8,49169,2,1,138000,3,education,0,7,7,1,15.3,0,38,47627,29900,15858,0.092,0.041,0.0004,387,0,0,2,1,2,2,2,99,0.247,0.11,0,1,2,46966,5,4.9,8.9,1,0,77,1,0,0,34,5,90103,1
B11176,Pooja Patel,47,Jaipur,daily-wage,8.5,46598,4,2,135000,3,medical,0,7,7,1,17.8,0,35,46716,25907,12956,0.061,0.0393,0.0508,304,0,0,2,2,2,2,2,80,0.285,0.101,0,2,0,39986,5,3.5,3.0,4,3,47,1,0,0,33,3,162919,2
B11177,Priya Rao,28,Nagpur,salaried,3.9,46068,5,4,110000,6,personal,0,4,4,0,4.8,0,0,46377,28398,8936,0.096,0.0729,-0.0041,388,0,0,2,2,2,2,2,62,0.196,0.108,0,1,0,46349,6,4.7,10.8,2,1,68,1,1,0,23,6,17207,1
B11178,Kiran Yadav,24,Pune,self-employed,7.3,46950,2,3,116000,24,home-repair,0,3,3,2,29.2,0,40,48642,29843,16656,0.069,-0.1052,0.0121,299,0,0,2,2,2,1,2,60,0.312,0.057,0,1,0,50825,5,5.0,11.0,4,2,82,2,0,0,33,2,79851,2
B11179,Manoj Verma,44,Hyderabad,salaried,9.2,104006,6,1,160000,6,home-repair,0,7,7,0,1.1,0,0,105999,56332,38059,0.063,0.0379,-0.0193,399,0,0,2,1,2,2,1,91,0.279,0.02,0,1,0,98360,3,5.0,7.7,3,2,110,4,1,0,7,6,233923,0
B11180,Sara Joshi,23,Ahmedabad,salaried,5.1,23620,6,1,184000,6,medical,0,3,3,3,15.1,0,22,24165,17023,20049,0.049,-0.0418,-0.016,337,2,0,1,1,2,2,2,60,0.304,0.084,0,1,0,22233,2,4.4,3.1,2,1,76,3,0,0,8,6,9858,1
B11181,Anil Chopra,30,Chennai,daily-wage,4.0,42826,6,4,133000,18,personal,0,1,1,0,1.9,0,0,43083,27720,10704,0.038,-0.0387,-0.0598,357,1,0,2,0,2,2,2,99,0.287,0.111,0,1,0,39363,6,3.8,11.1,1,0,18,0,0,0,27,3,107909,0
B11182,Divya Mehta,31,Bengaluru,daily-wage,0.8,8460,1,3,34000,12,medical,0,1,1,0,3.8,0,0,9143,6361,5828,0.06,0.0024,-0.0858,406,1,3,0,2,0,2,1,62,0.231,0.151,0,3,1,9444,3,4.9,9.2,4,1,90,0,0,0,7,0,4589,3
B11183,Sanjay Verma,53,Mumbai,daily-wage,0.3,18986,1,2,151000,18,personal,1,0,0,0,1.9,0,0,19380,14146,17115,0.075,0.0294,-0.0877,304,1,1,1,0,1,0,2,65,0.303,0.055,0,2,0,20670,1,4.9,7.7,1,1,23,1,1,1,9,5,18901,5
B11184,Diya Verma,19,Chennai,daily-wage,1.3,36498,6,4,185000,6,education,0,2,1,2,19.4,1,8,36114,26249,36177,0.026,0.0172,-0.097,281,2,1,2,1,1,0,2,63,0.456,0.119,0,3,0,39191,1,4.5,6.8,4,1,14,0,0,0,4,5,0,4
B11185,Reyansh Reddy,36,Hyderabad,salaried,10.5,35470,5,1,121000,6,business,0,2,2,1,26.7,0,23,35458,23407,10424,0.063,-0.0431,-0.0865,282,0,0,2,2,2,2,2,92,0.313,0.027,0,1,0,36302,6,4.6,4.7,0,1,46,4,1,1,27,6,66784,2
B11186,Aarav Agarwal,35,Nagpur,daily-wage,12.3,70667,4,3,126000,12,home-repair,0,8,8,1,13.5,0,7,66209,46532,25399,0.064,0.0254,-0.0154,403,0,0,2,2,2,2,2,83,0.275,0.064,0,2,0,71573,2,4.3,1.6,4,2,71,1,1,1,11,4,216982,0
B11187,Kavya Gupta,41,Delhi,daily-wage,1.8,17136,6,3,141000,18,home-repair,0,1,1,0,1.0,0,0,17025,13332,12106,0.059,0.018,-0.1264,269,0,2,2,2,0,2,0,61,0.37,0.023,0,1,0,14947,2,4.6,9.2,2,0,18,0,0,0,8,0,30108,0
B11188,Neha Rao,29,Ahmedabad,salaried,4.0,21939,3,3,190000,6,education,0,5,5,2,21.0,0,59,19675,14004,16757,0.036,0.0805,0.0526,281,1,1,2,0,2,2,0,43,0.283,0.041,0,1,0,18278,1,4.8,1.7,3,1,64,4,1,1,1,6,54787,3
B11189,Rohan Gupta,21,Delhi,salaried,5.0,32415,6,4,105000,3,education,0,4,4,0,3.9,0,0,31667,18652,9614,0.038,-0.0035,0.0874,255,0,1,1,2,2,2,2,53,0.372,0.039,0,2,0,33531,5,4.4,8.9,0,3,42,1,0,0,7,6,6144,2
B11190,Myra Singh,37,Jaipur,salaried,1.1,26631,1,2,93000,3,education,0,1,1,0,1.2,0,0,28040,18683,16301,0.058,-0.0691,-0.0176,367,1,0,1,0,2,2,0,30,0.159,0.272,0,1,0,29179,1,4.4,3.8,4,0,48,0,1,0,6,6,36034,1
B11191,Rohan Das,23,Kolkata,self-employed,6.2,53028,5,0,130000,6,education,0,1,1,1,7.6,0,51,52418,31033,13303,0.034,0.0578,-0.1045,326,0,0,2,0,2,2,2,78,0.362,0.053,0,1,0,54849,2,5.0,5.4,2,3,20,4,1,0,16,5,40829,2
B11192,Aadhya Sharma,51,Jaipur,daily-wage,3.8,34645,5,2,87000,6,education,0,6,6,2,4.9,0,52,31460,20659,12081,0.066,-0.0427,0.0847,343,0,0,2,0,2,2,2,55,0.309,0.026,0,2,0,27174,2,4.2,8.5,0,1,23,3,1,1,25,3,21975,0
B11193,Neha Sharma,19,Hyderabad,salaried,7.7,56155,2,4,162000,3,education,0,2,2,2,9.9,0,42,52849,31210,15694,0.055,0.0512,-0.1188,309,0,0,2,2,1,2,2,51,0.307,0.084,1,1,0,56140,5,4.7,3.0,2,1,26,4,1,0,23,6,0,0
B11194,Vihaan Chopra,43,Lucknow,self-employed,6.8,30968,5,1,87000,12,home-repair,0,4,4,1,27.5,0,57,30300,18264,9260,0.051,0.0736,0.0519,344,0,1,2,1,2,2,2,81,0.23,0.093,0,1,0,28743,4,4.4,1.8,2,3,52,2,1,0,34,5,0,1
B11195,Manoj Bose,42,Ahmedabad,salaried,2.6,41967,6,1,254000,24,medical,0,2,2,3,14.7,0,12,40615,24417,29527,0.078,-0.0875,0.0944,409,1,1,2,2,2,2,0,42,0.288,0.215,0,2,0,35822,1,4.9,3.7,1,1,19,4,1,1,4,6,20803,0
B11196,Ishaan Verma,46,Ahmedabad,salaried,3.3,27809,1,0,93000,12,personal,0,2,2,1,9.7,0,6,26576,18004,9861,0.083,0.0479,0.0113,361,0,0,2,1,2,2,2,70,0.28,0.038,0,2,0,24206,6,4.5,9.7,2,3,23,4,0,0,34,6,53190,0
B11197,Ananya Patel,34,Chennai,self-employed,10.6,80662,5,3,137000,6,education,0,5,5,1,5.0,0,45,84243,49367,23922,0.051,-0.0859,-0.0222,293,1,0,2,1,2,2,2,78,0.294,0.044,0,4,0,78311,3,4.2,2.5,2,2,17,1,1,0,9,3,179881,2
B11198,Sunita Reddy,43,Bengaluru,self-employed,3.0,36839,6,4,138000,6,medical,0,2,2,1,20.9,0,11,35006,26428,26718,0.088,-0.0171,-0.0833,396,0,1,2,2,1,2,1,70,0.188,0.088,0,1,0,33624,3,4.8,8.7,0,0,92,1,1,1,4,0,72386,2
B11199,Aarav Sharma,41,Indore,self-employed,0.3,25192,5,4,119000,6,business,1,0,0,0,2.8,0,0,25364,16193,19713,0.055,-0.0594,0.007,384,0,1,2,0,2,0,0,43,0.236,0.27,0,1,0,27586,1,5.0,5.3,3,0,109,1,0,0,7,1,56430,1
B11200,Arun Kulkarni,42,Pune,salaried,4.7,13785,4,0,76000,18,business,0,2,1,1,20.8,1,47,13998,8554,8877,0.055,0.0145,0.2255,329,0,0,2,2,2,2,2,55,0.301,0.045,0,2,1,13710,2,4.1,3.2,4,0,99,3,1,0,6,6,30318,0
B11201,Priya Reddy,42,Delhi,salaried,0.7,31743,3,1,117000,3,home-repair,0,6,4,5,10.1,1,18,32031,23357,23826,0.06,0.0202,0.08,356,2,1,0,0,0,2,0,61,0.316,0.272,1,1,0,28676,2,4.5,7.7,4,0,80,0,0,0,6,4,37181,0
B11202,Kabir Chopra,32,Kolkata,daily-wage,3.3,24549,1,1,184000,12,personal,0,1,1,1,21.0,0,55,23434,14540,14034,0.049,0.0044,0.0758,338,1,0,1,0,2,1,2,49,0.332,0.246,0,1,1,20838,2,4.3,1.8,1,1,96,0,1,1,7,0,21176,4
B11203,Manoj Reddy,46,Mumbai,salaried,4.4,55796,2,0,190000,24,personal,0,5,5,1,6.0,0,36,51198,31532,18348,0.038,-0.0293,0.1323,254,0,0,2,2,2,2,2,79,0.268,0.079,0,1,0,47092,3,4.0,1.3,1,1,57,3,1,0,22,6,0,0
B11204,Aadhya Chopra,51,Chennai,self-employed,2.0,31480,5,2,83000,12,business,0,6,6,0,2.8,0,0,29296,20458,9693,0.046,-0.0032,-0.0224,323,0,0,2,2,2,2,2,92,0.256,0.081,0,1,1,26978,6,3.8,2.3,2,1,110,3,0,0,9,0,0,2
B11205,Rajesh Bose,51,Pune,self-employed,5.8,35536,4,0,107000,18,home-repair,0,4,4,2,28.7,0,39,33837,24205,28427,0.077,-0.0052,-0.0025,358,2,2,1,2,2,2,2,63,0.241,0.024,0,1,0,33433,3,4.8,7.5,1,1,112,0,1,1,7,1,66188,1
B11206,Divya Chopra,19,Kolkata,daily-wage,5.1,61183,6,4,201000,18,education,0,2,2,2,11.4,0,9,63574,43966,20977,0.033,-0.0468,-0.0963,395,1,0,2,2,2,1,2,79,0.239,0.039,0,2,0,66324,6,4.9,11.8,2,0,41,3,0,0,8,1,5320,1
B11207,Priya Singh,27,Hyderabad,salaried,5.5,36565,6,1,193000,3,home-repair,0,1,1,2,14.8,0,43,35239,22942,30290,0.051,-0.037,0.0011,254,1,0,2,0,2,2,2,62,0.197,0.151,0,2,0,38307,2,4.9,1.8,1,0,24,4,1,1,1,6,58726,4
B11208,Neha Sharma,37,Kolkata,salaried,6.5,90219,5,2,356000,24,education,0,4,4,1,10.5,0,23,87349,57678,26878,0.091,0.1219,-0.1151,287,0,0,2,2,2,2,2,96,0.424,0.099,0,1,0,95599,3,4.4,10.9,4,0,79,1,0,0,7,6,341492,1
B11209,Sneha Nair,33,Chennai,daily-wage,4.0,34011,6,4,63000,12,home-repair,0,4,4,0,1.1,0,0,31461,17598,8864,0.049,0.0178,-0.0051,289,0,0,1,2,2,2,2,99,0.336,0.119,0,1,1,28343,6,5.0,2.2,4,1,96,2,0,0,21,3,76464,0
B11210,Priya Agarwal,20,Pune,salaried,2.9,34027,2,1,192000,18,business,0,1,1,1,5.2,0,53,33224,20627,23665,0.06,-0.0071,-0.0192,353,1,1,0,0,2,2,1,64,0.405,0.064,0,1,2,29223,3,5.0,9.7,1,0,58,1,1,1,4,6,46137,1
B11211,Manoj Agarwal,37,Pune,daily-wage,0.8,12147,4,0,103000,6,medical,0,1,1,0,3.7,0,0,12168,9302,10780,0.058,0.0463,-0.0127,466,2,0,2,0,2,2,0,67,0.107,0.239,0,1,0,10989,1,4.0,7.8,4,1,21,1,0,0,2,3,27120,2
B11212,Kabir Nair,26,Hyderabad,business,4.6,50658,6,2,379000,12,education,0,2,2,3,26.3,0,49,47283,35128,30958,0.038,0.069,0.0999,362,0,0,2,2,1,2,2,69,0.301,0.227,0,1,0,47144,3,4.8,5.9,3,1,111,1,0,0,4,2,63620,4
B11213,Vikram Das,37,Kochi,business,0.8,18778,4,3,105000,3,medical,0,5,3,4,14.4,1,30,19160,16050,14583,0.163,0.1201,-0.0657,406,1,1,0,2,1,0,0,42,0.228,0.118,0,2,0,27438,1,4.6,8.6,1,0,49,1,1,1,0,3,47731,1
B11214,Kavya Rao,42,Indore,business,2.5,52190,6,0,155000,18,home-repair,0,1,1,1,6.4,0,15,50993,30574,11682,0.056,-0.0651,-0.0421,288,0,0,2,2,1,2,2,82,0.232,0.108,0,2,0,44780,2,3.8,5.5,3,1,74,1,0,0,22,3,75215,1
B11215,Diya Agarwal,28,Mumbai,salaried,3.1,28207,5,1,90000,12,education,0,6,6,0,4.1,0,0,26539,17896,8963,0.057,0.024,-0.0886,372,0,0,2,1,0,2,2,80,0.246,0.072,0,1,0,24753,5,4.0,11.4,0,0,78,2,0,0,21,6,3962,0
B11216,Rajesh Khan,49,Hyderabad,self-employed,6.4,38604,4,0,63000,12,home-repair,0,6,6,1,17.3,0,56,35980,22449,10772,0.096,0.0581,0.0677,313,0,1,2,2,2,2,1,74,0.297,0.098,0,3,0,36719,3,4.3,4.0,3,2,45,0,0,0,24,2,76977,1
B11217,Vihaan Bose,59,Delhi,business,1.7,24983,5,2,214000,12,medical,0,1,1,0,0.2,0,0,26263,17818,22631,0.057,-0.0762,0.025,342,1,2,0,2,2,2,2,45,0.278,0.145,0,1,0,26650,1,4.3,6.4,1,0,38,0,0,0,8,3,78887,1
B11218,Diya Yadav,48,Chennai,self-employed,6.4,58728,3,0,126000,3,home-repair,0,4,4,1,15.1,0,15,56028,37154,14726,0.059,-0.0204,-0.1718,228,0,0,2,2,2,2,2,51,0.098,0.107,0,1,1,59497,4,3.7,5.5,4,1,16,3,1,0,10,1,191954,0
B11219,Neha Khan,23,Delhi,daily-wage,2.7,26322,4,2,45000,18,medical,0,2,2,1,16.3,0,7,22880,13010,10086,0.038,0.0083,-0.0515,378,0,0,1,2,2,2,2,47,0.276,0.075,0,3,0,23796,3,3.9,7.3,3,1,68,0,0,0,31,5,2904,2
B11220,Reyansh Rao,34,Delhi,business,4.5,25507,6,2,202000,18,home-repair,0,2,2,3,6.0,0,47,26667,19380,19815,0.046,-0.0557,0.0027,341,1,2,2,2,1,2,2,39,0.279,0.211,0,3,2,28275,0,0,8.9,1,0,75,4,0,0,3,0,6792,0
B11221,Rahul Singh,27,Ahmedabad,self-employed,4.5,64315,1,0,123000,12,home-repair,0,6,6,2,15.1,0,10,60102,36344,23396,0.076,0.0445,-0.0711,293,0,0,1,2,1,2,2,60,0.399,0.039,0,3,0,64598,3,4.4,8.0,4,0,28,1,0,0,11,2,14369,2
B11222,Arun Patel,45,Delhi,self-employed,1.2,22476,4,0,67000,3,home-repair,1,0,0,0,2.5,0,0,22269,14932,14557,0.072,-0.0619,0.0423,338,1,1,2,0,2,2,2,69,0.306,0.073,0,2,0,22980,0,0,11.0,2,1,39,2,0,0,6,5,44055,5
B11223,Suresh Agarwal,49,Mumbai,self-employed,5.5,66357,1,3,251000,18,personal,0,4,4,0,2.4,0,0,70616,39348,21530,0.061,0.055,-0.1149,353,1,0,2,2,2,2,2,91,0.325,0.041,0,1,0,72042,2,3.6,6.9,4,0,43,2,0,0,35,5,234303,2
B11224,Ravi Das,34,Delhi,salaried,6.4,52492,2,2,160000,12,medical,0,1,1,0,4.1,0,0,54594,34529,16848,0.056,-0.0607,0.1958,351,0,0,2,2,2,2,2,68,0.294,0.054,0,2,1,50681,3,4.4,1.9,0,2,98,2,0,0,27,6,68682,2
B11225,Rahul Verma,59,Chennai,business,8.9,17357,3,2,35000,12,business,0,4,4,0,4.8,0,0,16206,10500,4620,0.066,0.0103,-0.0213,348,0,0,2,2,2,2,2,91,0.24,0.056,0,2,0,15934,2,4.6,2.5,2,3,21,1,1,0,21,5,27717,0
B11226,Rahul Reddy,42,Kolkata,business,2.1,50198,3,2,193000,3,personal,0,2,1,2,15.3,1,29,50947,35848,38886,0.062,0.0013,-0.0151,313,1,1,1,0,1,2,1,73,0.298,0.194,0,1,1,29116,1,3.8,7.9,3,1,56,0,2,0,4,5,120201,1
B11227,Priya Agarwal,52,Delhi,business,0.4,9752,2,4,74000,12,home-repair,1,0,0,0,0.4,0,0,9103,6724,6599,0.072,-0.0446,-0.135,345,2,0,2,0,2,2,2,40,0.342,0.272,0,1,0,8132,3,4.5,7.7,3,1,32,0,1,1,1,2,0,3
B11228,Anil Verma,39,Kolkata,self-employed,7.6,37490,5,2,71000,24,personal,0,5,5,2,24.6,0,27,38724,24084,11433,0.044,0.0005,0.1681,337,0,1,2,2,2,2,2,54,0.213,0.074,0,2,0,35277,6,4.4,5.6,0,0,21,4,1,0,24,4,25016,1
B11229,Kavya Khan,21,Kolkata,business,4.4,33524,6,3,133000,24,personal,0,4,2,4,14.8,1,31,33592,20946,26206,0.044,0.0605,0.0279,318,1,0,2,0,2,2,2,75,0.251,0.212,0,2,0,28877,1,3.8,8.5,0,0,27,1,0,0,8,5,0,3
B11230,Vihaan Verma,47,Mumbai,daily-wage,3.7,42227,4,1,127000,6,personal,0,5,5,2,26.9,0,35,42357,28642,9973,0.034,0.0024,0.0789,380,0,0,2,2,1,2,1,73,0.292,0.063,0,1,0,40717,6,4.0,4.2,1,0,19,4,1,1,12,2,48021,1
B11231,Divya Patel,19,Hyderabad,business,4.0,38560,3,0,85000,12,education,0,4,4,1,24.1,0,8,35848,23505,14709,0.059,-0.0185,-0.0723,311,0,0,2,2,1,1,2,90,0.188,0.027,0,2,0,39259,2,3.6,3.5,4,0,51,2,0,0,7,3,47791,1
B11232,Rajesh Iyer,31,Ahmedabad,salaried,3.3,36761,5,1,63000,18,home-repair,0,3,3,2,6.3,0,52,34690,21174,11921,0.072,-0.0515,0.1431,293,1,0,2,2,2,2,2,83,0.349,0.021,0,1,0,29692,4,3.9,10.0,0,2,58,2,1,0,24,6,13530,0
B11233,Geeta Iyer,30,Lucknow,self-employed,8.8,73102,4,4,178000,12,home-repair,0,7,7,1,24.3,0,14,69930,43571,27244,0.061,0.0102,-0.0863,365,0,0,2,2,2,2,2,84,0.339,0.028,0,1,0,71542,4,4.0,10.2,4,0,29,0,1,1,35,0,184991,1
B11234,Ishaan Reddy,25,Chennai,self-employed,3.0,33949,4,3,112000,6,business,0,4,4,1,18.7,0,54,34040,20456,10313,0.054,-0.0093,0.025,377,0,0,1,2,1,2,2,59,0.358,0.119,0,1,0,35405,6,4.6,3.3,0,3,79,4,1,0,26,1,45046,2
B11235,Rajesh Chopra,44,Mumbai,daily-wage,8.0,63847,6,1,192000,12,education,0,1,1,0,2.1,0,0,64539,40472,16924,0.07,0.0618,-0.0288,318,0,0,2,2,2,2,1,66,0.306,0.068,0,2,0,58016,5,4.2,1.1,0,3,78,4,1,0,14,2,31719,0
B11236,Arjun Pillai,33,Hyderabad,daily-wage,7.3,29806,1,2,112000,6,business,0,5,5,1,10.7,0,51,27359,15010,9456,0.049,0.0006,0.0569,334,0,0,2,2,2,1,2,70,0.313,0.092,0,1,1,28322,6,3.7,11.7,4,2,42,4,0,0,12,2,8904,1
B11237,Arun Gupta,34,Delhi,salaried,8.6,57236,5,4,113000,12,business,0,8,8,0,3.2,0,0,62638,39888,12785,0.019,-0.0461,-0.2358,395,0,0,2,2,2,2,2,85,0.246,0.036,0,1,0,63567,4,3.9,9.1,4,1,97,2,1,0,34,6,91420,0
B11238,Sneha Reddy,50,Mumbai,self-employed,2.7,40120,6,1,302000,18,personal,0,4,4,3,18.6,0,13,40516,29294,36470,0.044,0.0579,0.031,336,0,1,2,2,0,1,2,55,0.383,0.208,0,1,1,35198,0,0,8.5,2,1,69,4,1,0,7,3,37019,4
B11239,Reyansh Pillai,29,Mumbai,self-employed,0.5,42481,2,1,192000,18,education,0,6,4,5,29.9,1,41,41087,28029,35048,0.057,-0.0259,0.1399,355,2,0,1,2,0,2,2,54,0.232,0.238,1,1,2,44173,3,4.6,9.8,2,1,47,2,0,0,4,5,61382,3
B11240,Aarav Rao,30,Delhi,self-employed,4.6,80062,2,0,273000,12,home-repair,0,7,7,0,1.5,0,0,75673,54048,26642,0.037,0.0036,-0.0232,342,0,1,2,2,2,2,2,99,0.334,0.067,0,3,1,80455,3,4.4,4.8,4,1,116,2,0,0,30,3,324674,2
B11241,Vihaan Kulkarni,42,Ahmedabad,self-employed,1.2,40718,4,4,358000,12,business,0,5,5,1,9.1,0,46,38422,29334,28034,0.055,0.0835,-0.2136,338,2,0,0,2,2,0,2,44,0.277,0.033,0,1,0,41134,3,3.6,3.8,4,1,92,3,1,0,4,1,42695,2
B11242,Amit Pillai,36,Kochi,salaried,7.2,46215,4,4,112000,24,home-repair,0,6,6,1,9.7,0,46,45065,27610,14439,0.084,0.0792,-0.0827,325,0,1,2,2,1,2,2,70,0.181,0.102,0,1,0,45386,5,4.2,5.4,2,0,97,3,1,1,13,6,88556,2
B11243,Divya Mishra,34,Mumbai,salaried,5.1,41011,1,2,159000,3,business,0,4,4,1,19.0,0,33,38329,23755,11712,0.051,-0.0055,0.1036,369,0,0,2,2,2,1,2,65,0.287,0.116,0,1,0,38830,6,3.7,2.5,1,0,71,0,0,0,29,6,0,2
B11244,Diya Yadav,20,Chennai,salaried,3.9,91085,1,4,194000,24,business,0,3,3,0,2.2,0,0,87986,56706,32603,0.099,0.048,0.0167,376,0,0,2,2,2,2,2,91,0.28,0.101,0,1,0,94087,4,4.2,8.9,3,2,25,0,1,1,7,6,225146,1
B11245,Divya Sharma,58,Delhi,self-employed,2.2,30108,6,2,136000,12,personal,0,6,3,5,25.5,2,53,28836,21414,29218,0.125,0.0773,0.0685,305,0,1,0,0,0,1,0,68,0.276,0.12,0,1,1,42273,1,3.7,7.8,4,0,45,2,1,0,2,0,51891,4
B11246,Ananya Yadav,19,Mumbai,self-employed,4.0,53603,5,3,148000,6,personal,0,2,2,1,17.3,0,24,52048,33673,13742,0.057,0.0137,0.0804,262,0,0,2,2,2,2,2,52,0.34,0.077,0,1,1,48572,2,4.9,9.4,1,0,66,3,1,0,15,3,111155,1
B11247,Ishaan Agarwal,53,Bengaluru,salaried,5.8,24677,5,3,211000,18,home-repair,0,5,3,4,19.2,1,50,22682,15678,14842,0.091,0.0568,-0.0831,264,1,1,1,0,2,2,2,50,0.398,0.285,0,2,0,20149,2,4.8,10.4,4,1,27,0,1,0,3,6,46707,5
B11248,Vihaan Chopra,25,Mumbai,self-employed,1.7,58148,1,0,224000,12,medical,0,2,2,2,17.1,0,42,55143,32684,19172,0.062,0.0654,0.0069,345,0,0,2,2,2,2,2,81,0.339,0.088,1,1,0,57870,5,3.8,11.6,3,0,106,2,1,1,34,0,37139,1
B11249,Pooja Singh,38,Hyderabad,daily-wage,0.3,34277,4,2,150000,6,education,0,5,2,4,10.7,2,11,33441,24582,18531,0.039,0.0026,-0.0874,266,1,0,0,1,0,2,1,51,0.328,0.169,0,5,0,20770,3,4.0,4.5,3,0,107,4,0,0,1,4,33925,1
B11250,Pooja Chopra,31,Indore,salaried,13.7,74520,6,2,226000,24,business,0,3,3,0,1.1,0,0,67889,38641,24223,0.055,-0.0054,0.0967,391,1,0,2,2,2,2,2,99,0.317,0.09,0,1,0,59663,6,3.6,7.4,4,2,23,3,1,1,18,6,226866,1
B11251,Sai Kulkarni,39,Mumbai,business,4.2,23155,6,3,178000,18,education,0,2,2,2,14.9,0,43,23094,19154,18685,0.044,0.0585,0.0609,410,0,0,2,2,1,2,1,48,0.153,0.084,0,1,0,19653,3,4.9,2.6,3,1,117,0,1,1,8,1,33948,1
B11252,Kabir Das,27,Chennai,salaried,2.8,20635,4,1,136000,6,personal,0,2,2,2,5.5,0,17,19513,14094,20700,0.074,0.0711,-0.0474,361,1,0,2,0,2,2,2,58,0.323,0.175,0,1,0,17736,2,4.8,7.8,3,1,54,3,1,0,5,6,0,0
B11253,Anita Patel,25,Nagpur,daily-wage,5.3,49039,3,4,81000,3,medical,0,5,5,2,5.5,0,33,45641,25684,20755,0.037,0.0753,-0.025,346,0,0,1,1,2,2,1,43,0.424,0.047,0,1,0,44049,5,4.5,11.8,1,2,104,3,1,0,11,5,12664,2
B11254,Rahul Reddy,49,Delhi,salaried,7.3,82923,3,0,211000,24,medical,0,4,4,1,12.6,0,49,74229,50020,22798,0.05,-0.0199,0.0619,304,0,0,2,2,2,2,2,99,0.22,0.115,0,1,0,72435,4,5.0,11.0,3,3,117,0,0,0,33,6,298213,2
B11255,Kavitha Yadav,19,Bengaluru,self-employed,10.5,61915,5,0,206000,18,medical,0,3,3,0,0.9,0,0,62677,40288,20563,0.09,0.0468,-0.0395,279,0,0,2,2,2,2,2,83,0.362,0.118,0,1,0,56781,2,5.0,4.4,0,3,101,3,0,0,13,3,93537,0
B11256,Sneha Iyer,47,Kolkata,daily-wage,3.7,33908,5,2,212000,12,personal,0,5,3,4,4.1,1,38,35405,22778,20014,0.057,0.0111,0.0052,303,2,1,2,2,2,2,0,54,0.346,0.077,0,3,0,32435,2,3.6,10.9,2,0,34,1,1,0,7,4,70035,5
